id,title,description,module_id,duration
43781,00: Introduction and Gearing Up,Get your materials for drawing and start by doing simple sketching in two styles.,2855,0
44550,03: Values,Learn about visualizing and perceiving light and dark using numbers called 'values'.,2855,996.43
44551,04: Basic Blockin Style Drawing,"Learn the first steps in blockin style drawing, which will help with proportions and relationships.",2855,4476.045
49952,05: Sight Sized Basics,**2 Videos** I show you the first steps in Sight Sized drawing using photos.,2855,2555.657
37180,00: Planning Notes for LUnixTHW,Planning Notes for the course,2523,0
41086,01: Gearing UP,Gearing UP,2523,2096.865
41087,02: Installing Alpine Linux,Installing Alpine Linux,2523,0
41088,03: Bash Shell Basics,Bash Shell Basics,2523,0
41089,04: Vim Basics,Vim Basics,2523,0
41090,05: Other Editors,Other Editors,2523,0
41091,06: File System Layout,File System Layout,2523,0
41092,07: Package Management,Package Management,2523,0
41093,08: Process Management,Process Management,2523,0
41094,09: Monitoring Processes,Monitoring Processes,2523,0
41095,10: Basic Networking Configuration,Basic Networking Configuration,2523,0
41096,11: Configuring Software,Configuring Software,2523,0
41097,12: Advanced Shell Usage,Advanced Shell Usage,2523,0
41098,13: A Webserver,A Webserver,2810,0
41099,14: An Application Server,An Application Server,2810,0
41100,15: Email Server,Email Server,2810,0
41101,16: Chat Server,Chat Server,2810,0
41102,17: Caching DNS Server,caching DNS server,2810,0
41103,18: VPN and Secure Networks,VPN and Secure Networks,2810,0
41104,20: Various Programming Languages,Various Programming Languages,2810,0
41105,01: Planning Notes for LUnixTHW,Planning Notes for the course,2811,0
41106,21: The Security Mindset,The Security Mindset,2811,0
41107,22: Simple Security,Simple Security,2811,0
41108,23: Simple firewall management,Simple firewall management,2811,0
41109,24: Monitoring,Monitoring,2811,0
41110,25: Backup Procedures,Backup Procedures,2811,0
63777,00: Introduction,Introduction,4447,0
63778,01: Gearing Up,Gearing Up,4447,0
63779,02: A Simple First Program,A Simple First Program,4447,0
63780,03: Building with Meson,Building with Meson,4447,0
63781,04: The Names of Funny Characters,The Names of Funny Characters,4447,0
63782,05: Printing to the Screen,Printing to the Screen,4447,0
63783,06: Variables and Simple Types,Variables and Simple Types,4447,0
63784,07: Comments and Debug Printing,Comments and Debug Printing,4447,0
63785,08: Strings,Strings,4447,0
63786,09: Using the `fmt` Library,Using the `fmt` Library,4447,0
63787,10: Math Expressions,Math Expressions,4447,0
63788,11: Boolean Tests,Boolean Tests,4447,0
63789,12: if-statements,if-statements,4447,0
63790,13: switch-statements,switch-statements,4447,0
63791,14: while-loops,while-loops,4447,0
63792,15: Basic Functions,Basic Functions,4447,0
63793,16: Basic Containers,Basic Containers,4447,0
63794,17: Classic for-loops,Classic for-loops,4447,0
63795,18: Range for-loops,Range for-loops,4447,0
63796,19: Input From a User,Input From a User,4447,0
63797,20: Input From a File,Input From a File,4447,0
63798,21: Writing to a File,Writing to a File,4447,0
63799,22: Basic Functions,Basic Functions,4447,0
63800,23: A Simple Adventure Game,A Simple Adventure Game,4447,0
63801,24: Adding a Save Feature to the Game,Adding a Save Feature to the Game,4447,0
63802,25: Using git,Using git,4448,0
63803,26: Auto keyword,Auto keyword,4448,0
63804,27: References for Function Parameters,References for Function Parameters,4448,0
63805,28: Pointers and `new`,Pointers and `new`,4448,0
63806,29: Using a Debugger,Using a Debugger,4448,0
63807,30: Memory Management,Memory Management,4448,0
63808,31: Using Valgrind or other memory sanitizer,Using Valgrind or other memory sanitizer,4448,0
63809,32: Advanced Containers,Advanced Containers,4448,0
63810,33: Iterators,Iterators,4448,0
63811,34: Basic struct,Basic struct,4448,0
63812,35: Using a Linter,Using a Linter,4448,0
63813,36: DIY Data Structures,DIY Data Structures,4448,0
63814,37: Defensive Programming Tactics,Defensive Programming Tactics,4448,0
63815,38: DIY Hashmaps,DIY Hashmaps,4448,0
63816,39: DIY Algorithms,DIY Algorithms,4448,0
63817,40: Why You Shouldn't DIY,Why You Shouldn't DIY,4448,0
63818,41: Useful Utilities,Useful Utilities,4448,0
63819,42: Advanced Functions,Advanced Functions,4448,0
63820,43: Lambdas,Lambdas,4448,0
63821,44: Advanced Memory Management,Advanced Memory Management,4448,0
63822,45: Exception Alternatives,Exception Alternatives,4448,0
63823,46: Review Namespaces and Structs,Review Namespaces and Structs,4449,0
63824,47: Implement a Basic Object System,Implement a Basic Object System,4449,0
63825,48: Introducing classes,Introducing classes,4449,0
63826,49: Structs with Functions,Structs with Functions,4449,0
63827,50: The Constructor Problem,The Constructor Problem,4449,0
63828,51: Advanced Conversions,Advanced Conversions,4449,0
63829,52: Simple Templates,Simple Templates,4449,0
63830,53: Templates for Algorithms,Templates for Algorithms,4449,0
63831,54: Advanced Templates,Advanced Templates,4449,0
63832,55: Performance Measurement,Performance Measurement,4449,0
63833,56: Runtime Type Inference,Runtime Type Inference,4449,0
63834,57: Introductory SFML,Introductory SFML,4449,0
63835,58: SFML Input,SFML Input,4449,0
63836,59: Adding Graphics,Adding Graphics,4449,0
63837,60: Implementing Physics,Implementing Physics,4449,0
63838,61: Hot Lava,Hot Lava,4449,0
63839,62: Creating Walls,Creating Walls,4449,0
63840,63: Adding Sound,Adding Sound,4449,0
63841,64: Game Mechanics,Game Mechanics,4449,0
63842,65: Packaging and Distributing Your Game,Packaging and Distributing Your Game,4449,0
63843,"66: Making a ""Starter Kit""","Making a ""Starter Kit""",4449,0
63844,67: Automating the Starter Kit,Automating the Starter Kit,4449,0
63845,68: The 100 Terrible Games Theory,The 100 Terrible Games Theory,4450,0
63846,69: Learning to Draw,Learning to Draw,4450,0
63847,70: More to Come,More to Come,4450,0
79052,00: Introduction,Introduction and explanation of the course.,5655,0
79053,01: Gearing Up,Gearing Up,5655,0
79054,02: Basic Matching,Basic matching,5655,0
79055,03: Anchoring,Anchoring,5655,0
79056,04: Basic Repetition,Basic Repetition,5655,0
79057,05: Character Sets,Character Set,5655,0
79058,06: Advanced Repetition,Advanced Repetition,5655,0
79059,07: Introducing `sed`,Introducing sed,5655,0
79060,08: Capturing,Capturing,5655,0
79061,09: Advanced `sed` Tricks,Advanced sed Tricks,5655,0
79062,10: Common Idioms,Common Idioms,5655,0
79063,11: Real World Examples,Real World Examles,5655,0
79064,12: Additional Resources,Introduction,5655,0
